135,airy,192.168.1.103,,,-0.43,56.4,-0.21,270.9,1.01,0.24,1631.5,0.57,1.17,8209.9,0.98,5.35,15242.1,Pop,Bass,United Kingdom,Professional,27,British,hash_2168315910
136,bright,192.168.1.149,,,-1.88,113.5,-0.6,380.7,1.15,2.31,2001.3,0.9,1.61,7830.6,0.99,1.35,11384.8,Pop,Guitar,United Kingdom,Professional,21,British,hash_3382869971
137,punchy,192.168.1.192,,,2.95,74.7,-1.93,115.8,2.04,1.94,2924.6,0.97,1.02,7596.5,0.98,1.38,13392.6,Electronic,Bass,United Kingdom,Professional,43,British,hash_4171875450
138,presence,192.168.1.23,,,0.04,91.1,-0.28,213.3,0.91,3.13,2463.3,0.84,0.84,4038.2,0.99,0.67,9484.5,Electronic,Synth,United Kingdom,Professional,28,British,hash_2386158922
139,bright,192.168.1.114,,,-0.96,102.1,-1.28,373.1,1.1,1.44,2514.4,0.95,1.2,5783.2,1.3,2.64,11444.8,Jazz,Bass,United Kingdom,Professional,26,British,hash_3599656027
140,punchy,192.168.1.151,,,3.52,77.2,-1.29,154.3,1.97,2.23,3356.9,1.09,0.95,6035.6,0.8,1.24,15124.6,Jazz,Synth,United Kingdom,Professional,29,British,hash_2519361880
141,airy,192.168.1.246,,,-0.74,75.6,-0.13,260.0,0.82,0.34,1404.0,0.77,2.65,7583.5,0.86,4.69,12670.1,Rock,Guitar,United Kingdom,Professional,36,British,hash_2925676198
142,bright,192.168.1.252,,,-1.18,115.6,-0.79,322.2,0.87,2.43,2559.9,0.86,1.23,5411.8,1.15,2.66,14877.5,Classical,Synth,United Kingdom,Professional,30,British,hash_1202172309
143,presence,192.168.1.15,,,0.14,71.7,-0.08,191.5,0.67,2.88,2049.6,0.51,0.67,4072.4,1.13,0.72,9212.9,Electronic,Drums,United Kingdom,Professional,58,British,hash_88235820
144,warm,192.168.1.205,,,3.07,129.8,1.46,236.3,1.18,-0.59,549.4,0.94,-2.12,2946.8,0.82,-1.21,11169.2,Classical,Bass,United Kingdom,Professional,53,British,hash_166381190
145,presence,192.168.1.181,,,-0.1,95.3,-0.51,201.7,1.12,2.65,2165.1,0.82,0.44,4108.3,1.14,0.76,9077.3,Classical,Synth,United Kingdom,Professional,37,British,hash_1431800265
146,warm,192.168.1.53,,,2.32,114.0,1.66,276.3,0.89,-0.16,694.1,0.93,-1.43,3538.5,1.34,-1.57,9223.4,Hip-Hop,Mix,United Kingdom,Professional,59,British,hash_2658899746
147,muddy,192.168.1.251,,,2.11,110.9,4.71,307.3,1.78,-0.24,776.9,0.7,-1.41,4060.6,1.02,-2.47,6439.9,Pop,Synth,United Kingdom,Professional,44,British,hash_2824613632
148,warm,192.168.1.118,,,1.37,166.0,1.11,215.4,1.25,-0.16,837.2,0.71,-0.97,3450.5,0.85,-1.19,10854.5,Jazz,Synth,United Kingdom,Professional,49,British,hash_2485614362
149,bright,192.168.1.244,,,-0.07,111.3,-0.98,320.3,1.05,2.51,2520.3,0.83,1.18,6232.1,1.0,1.45,11373.0,Pop,Vocal,United Kingdom,Professional,59,British,hash_1842944664
150,punchy,192.168.1.215,,,2.92,82.5,-1.52,137.9,1.78,1.71,2767.4,0.99,0.66,6583.6,0.89,0.64,11173.6,Hip-Hop,Bass,United Kingdom,Professional,59,British,hash_1342567656
